E:\PetAI\Project\.venv\Scripts\python.exe E:\PetAI\Project\cleanbot\capture_img_client.py
灰度图像接收客户端
服务器: 192.168.4.1:5000
----------------------------------------
尝试连接到 192.168.4.1:5000
连接成功!
图像将保存到: FRAME_QQVGA
开始接收灰度图像...
按 Ctrl+C 停止接收

  -> 保存第 1 帧: FRAME_QQVGA/frame_000001_20260213_120644.png (4.1 KB)
  -> 保存第 2 帧: FRAME_QQVGA/frame_000002_20260213_120644.png (13.5 KB)
  -> 保存第 3 帧: FRAME_QQVGA/frame_000003_20260213_120644.png (13.6 KB)
  -> 保存第 4 帧: FRAME_QQVGA/frame_000004_20260213_120644.png (13.5 KB)
  -> 保存第 5 帧: FRAME_QQVGA/frame_000005_20260213_120644.png (13.5 KB)
[12:06:45] 接收: 14帧 | FPS:  14 | 已保存: 13张 | 速率:  239.1 KB/s
尝试连接到 192.168.4.1:5000
连接成功!
[12:20:53] 接收: 9649帧 | FPS:   3 | 已保存: 9648张 | 速率:  213.0 KB/s
[12:20:54] 接收: 9660帧 | FPS:  11 | 已保存: 9659张 | 速率:  213.0 KB/s
[12:20:55] 接收: 9672帧 | FPS:  12 | 已保存: 9671张 | 速率:  213.0 KB/s
[12:20:56] 接收: 9683帧 | FPS:  11 | 已保存: 9682张 | 速率:  213.0 KB/s
[12:20:57] 接收: 9696帧 | FPS:  13 | 已保存: 9695张 | 速率:  213.0 KB/s
[12:20:58] 接收: 9708帧 | FPS:  12 | 已保存: 9707张 | 速率:  213.0 KB/s
[12:20:59] 接收: 9721帧 | FPS:  13 | 已保存: 9720张 | 速率:  213.0 KB/s
[12:21:00] 接收: 9733帧 | FPS:  12 | 已保存: 9732张 | 速率:  213.0 KB/s
[12:21:01] 接收: 9746帧 | FPS:  13 | 已保存: 9745张 | 速率:  213.0 KB/s
[12:21:02] 接收: 9759帧 | FPS:  13 | 已保存: 9758张 | 速率:  213.1 KB/s
[12:21:03] 接收: 9773帧 | FPS:  14 | 已保存: 9772张 | 速率:  213.1 KB/s
[12:21:05] 接收: 9786帧 | FPS:  13 | 已保存: 9785张 | 速率:  213.1 KB/s
[12:21:06] 接收: 9799帧 | FPS:  13 | 已保存: 9798张 | 速率:  213.1 KB/s
[12:21:07] 接收: 9811帧 | FPS:  12 | 已保存: 9810张 | 速率:  213.1 KB/s
[12:21:08] 接收: 9824帧 | FPS:  13 | 已保存: 9823张 | 速率:  213.2 KB/s
[12:21:09] 接收: 9837帧 | FPS:  13 | 已保存: 9836张 | 速率:  213.2 KB/s
[12:21:10] 接收: 9851帧 | FPS:  14 | 已保存: 9850张 | 速率:  213.2 KB/s
[12:21:11] 接收: 9864帧 | FPS:  13 | 已保存: 9863张 | 速率:  213.2 KB/s
[12:21:12] 接收: 9876帧 | FPS:  12 | 已保存: 9875张 | 速率:  213.2 KB/s
[12:21:13] 接收: 9889帧 | FPS:  13 | 已保存: 9888张 | 速率:  213.2 KB/s
[12:21:14] 接收: 9901帧 | FPS:  12 | 已保存: 9900张 | 速率:  213.2 KB/s
[12:21:15] 接收: 9913帧 | FPS:  12 | 已保存: 9912张 | 速率:  213.2 KB/s
[12:21:16] 接收: 9926帧 | FPS:  13 | 已保存: 9925张 | 速率:  213.2 KB/s
[12:21:17] 接收: 9939帧 | FPS:  13 | 已保存: 9938张 | 速率:  213.3 KB/s
[12:21:18] 接收: 9951帧 | FPS:  12 | 已保存: 9950张 | 速率:  213.3 KB/s
[12:21:20] 接收: 9964帧 | FPS:  13 | 已保存: 9963张 | 速率:  213.3 KB/s
[12:21:21] 接收: 9977帧 | FPS:  13 | 已保存: 9976张 | 速率:  213.3 KB/s
[12:21:22] 接收: 9989帧 | FPS:  12 | 已保存: 9988张 | 速率:  213.3 KB/s
[12:21:23] 接收: 10002帧 | FPS:  13 | 已保存: 10001张 | 速率:  213.3 KB/s
[12:21:24] 接收: 10015帧 | FPS:  13 | 已保存: 10014张 | 速率:  213.3 KB/s
[12:21:25] 接收: 10028帧 | FPS:  13 | 已保存: 10027张 | 速率:  213.4 KB/s
[12:21:26] 接收: 10039帧 | FPS:  11 | 已保存: 10038张 | 速率:  213.4 KB/s
[12:21:27] 接收: 10052帧 | FPS:  13 | 已保存: 10051张 | 速率:  213.4 KB/s
[12:21:28] 接收: 10064帧 | FPS:  12 | 已保存: 10063张 | 速率:  213.4 KB/s
[12:21:29] 接收: 10078帧 | FPS:  14 | 已保存: 10077张 | 速率:  213.4 KB/s
[12:21:30] 接收: 10091帧 | FPS:  13 | 已保存: 10090张 | 速率:  213.5 KB/s
[12:21:31] 接收: 10104帧 | FPS:  13 | 已保存: 10103张 | 速率:  213.5 KB/s
[12:21:32] 接收: 10117帧 | FPS:  13 | 已保存: 10116张 | 速率:  213.5 KB/s
[12:21:33] 接收: 10130帧 | FPS:  13 | 已保存: 10129张 | 速率:  213.5 KB/s
[12:21:34] 接收: 10143帧 | FPS:  13 | 已保存: 10142张 | 速率:  213.6 KB/s
[12:21:35] 接收: 10156帧 | FPS:  13 | 已保存: 10155张 | 速率:  213.6 KB/s
[12:21:36] 接收: 10169帧 | FPS:  13 | 已保存: 10168张 | 速率:  213.6 KB/s
[12:21:37] 接收: 10181帧 | FPS:  12 | 已保存: 10180张 | 速率:  213.6 KB/s
[12:21:38] 接收: 10194帧 | FPS:  13 | 已保存: 10193张 | 速率:  213.6 KB/s
[12:21:40] 接收: 10206帧 | FPS:  12 | 已保存: 10205张 | 速率:  213.6 KB/s
[12:21:41] 接收: 10220帧 | FPS:  14 | 已保存: 10219张 | 速率:  213.6 KB/s
[12:21:42] 接收: 10233帧 | FPS:  13 | 已保存: 10232张 | 速率:  213.7 KB/s
[12:21:43] 接收: 10244帧 | FPS:  11 | 已保存: 10243张 | 速率:  213.6 KB/s
[12:21:44] 接收: 10257帧 | FPS:  13 | 已保存: 10256张 | 速率:  213.6 KB/s
[12:21:45] 接收: 10269帧 | FPS:  12 | 已保存: 10268张 | 速率:  213.6 KB/s
[12:21:46] 接收: 10281帧 | FPS:  12 | 已保存: 10280张 | 速率:  213.6 KB/s
[12:21:47] 接收: 10293帧 | FPS:  12 | 已保存: 10292张 | 速率:  213.6 KB/s
[12:21:48] 接收: 10305帧 | FPS:  12 | 已保存: 10304张 | 速率:  213.6 KB/s
[12:21:49] 接收: 10318帧 | FPS:  13 | 已保存: 10317张 | 速率:  213.6 KB/s
[12:21:50] 接收: 10332帧 | FPS:  14 | 已保存: 10331张 | 速率:  213.7 KB/s
[12:21:51] 接收: 10345帧 | FPS:  13 | 已保存: 10344张 | 速率:  213.7 KB/s
[12:21:52] 接收: 10356帧 | FPS:  11 | 已保存: 10355张 | 速率:  213.7 KB/s
[12:21:53] 接收: 10367帧 | FPS:  11 | 已保存: 10366张 | 速率:  213.7 KB/s
[12:21:54] 接收: 10380帧 | FPS:  13 | 已保存: 10379张 | 速率:  213.7 KB/s
[12:21:55] 接收: 10392帧 | FPS:  12 | 已保存: 10391张 | 速率:  213.7 KB/s
[12:21:57] 接收: 10405帧 | FPS:  13 | 已保存: 10404张 | 速率:  213.7 KB/s
[12:21:58] 接收: 10418帧 | FPS:  13 | 已保存: 10417张 | 速率:  213.7 KB/s
[12:21:59] 接收: 10431帧 | FPS:  13 | 已保存: 10430张 | 速率:  213.8 KB/s
[12:22:00] 接收: 10444帧 | FPS:  13 | 已保存: 10443张 | 速率:  213.8 KB/s
[12:22:01] 接收: 10457帧 | FPS:  13 | 已保存: 10456张 | 速率:  213.8 KB/s
[12:22:02] 接收: 10469帧 | FPS:  12 | 已保存: 10468张 | 速率:  213.8 KB/s
[12:22:03] 接收: 10482帧 | FPS:  13 | 已保存: 10481张 | 速率:  213.8 KB/s
[12:22:04] 接收: 10495帧 | FPS:  13 | 已保存: 10494张 | 速率:  213.8 KB/s
[12:22:05] 接收: 10506帧 | FPS:  11 | 已保存: 10505张 | 速率:  213.8 KB/s
[12:22:06] 接收: 10519帧 | FPS:  13 | 已保存: 10518张 | 速率:  213.9 KB/s
[12:22:07] 接收: 10532帧 | FPS:  13 | 已保存: 10531张 | 速率:  213.9 KB/s
[12:22:08] 接收: 10545帧 | FPS:  13 | 已保存: 10544张 | 速率:  213.9 KB/s
[12:22:09] 接收: 10558帧 | FPS:  13 | 已保存: 10557张 | 速率:  213.9 KB/s
[12:22:10] 接收: 10571帧 | FPS:  13 | 已保存: 10570张 | 速率:  213.9 KB/s
[12:22:11] 接收: 10585帧 | FPS:  14 | 已保存: 10584张 | 速率:  214.0 KB/s
[12:22:12] 接收: 10598帧 | FPS:  13 | 已保存: 10597张 | 速率:  214.0 KB/s
[12:22:13] 接收: 10609帧 | FPS:  11 | 已保存: 10608张 | 速率:  214.0 KB/s
[12:22:14] 接收: 10622帧 | FPS:  13 | 已保存: 10621张 | 速率:  214.0 KB/s
[12:22:15] 接收: 10635帧 | FPS:  13 | 已保存: 10634张 | 速率:  214.0 KB/s
[12:22:16] 接收: 10648帧 | FPS:  13 | 已保存: 10647张 | 速率:  214.0 KB/s
[12:22:17] 接收: 10660帧 | FPS:  12 | 已保存: 10659张 | 速率:  214.0 KB/s
[12:22:18] 接收: 10673帧 | FPS:  13 | 已保存: 10672张 | 速率:  214.1 KB/s
[12:22:20] 接收: 10686帧 | FPS:  13 | 已保存: 10685张 | 速率:  214.1 KB/s
[12:22:21] 接收: 10699帧 | FPS:  13 | 已保存: 10698张 | 速率:  214.1 KB/s
[12:22:22] 接收: 10711帧 | FPS:  12 | 已保存: 10710张 | 速率:  214.1 KB/s
[12:22:23] 接收: 10722帧 | FPS:  11 | 已保存: 10721张 | 速率:  214.1 KB/s
[12:22:24] 接收: 10735帧 | FPS:  13 | 已保存: 10734张 | 速率:  214.1 KB/s
[12:22:25] 接收: 10746帧 | FPS:  11 | 已保存: 10745张 | 速率:  214.1 KB/s
[12:22:26] 接收: 10759帧 | FPS:  13 | 已保存: 10758张 | 速率:  214.1 KB/s
[12:22:27] 接收: 10773帧 | FPS:  14 | 已保存: 10772张 | 速率:  214.1 KB/s
[12:22:28] 接收: 10786帧 | FPS:  13 | 已保存: 10785张 | 速率:  214.2 KB/s
[12:22:29] 接收: 10798帧 | FPS:  12 | 已保存: 10797张 | 速率:  214.2 KB/s
[12:22:30] 接收: 10812帧 | FPS:  14 | 已保存: 10811张 | 速率:  214.2 KB/s
[12:22:31] 接收: 10825帧 | FPS:  13 | 已保存: 10824张 | 速率:  214.2 KB/s
[12:22:32] 接收: 10837帧 | FPS:  12 | 已保存: 10836张 | 速率:  214.2 KB/s
[12:22:33] 接收: 10850帧 | FPS:  13 | 已保存: 10849张 | 速率:  214.2 KB/s
[12:22:34] 接收: 10863帧 | FPS:  13 | 已保存: 10862张 | 速率:  214.2 KB/s
[12:22:35] 接收: 10876帧 | FPS:  13 | 已保存: 10875张 | 速率:  214.3 KB/s
[12:22:36] 接收: 10889帧 | FPS:  13 | 已保存: 10888张 | 速率:  214.3 KB/s
[12:22:37] 接收: 10900帧 | FPS:  11 | 已保存: 10899张 | 速率:  214.3 KB/s
[12:22:39] 接收: 10913帧 | FPS:  13 | 已保存: 10912张 | 速率:  214.3 KB/s
[12:22:40] 接收: 10926帧 | FPS:  13 | 已保存: 10925张 | 速率:  214.3 KB/s
[12:22:41] 接收: 10937帧 | FPS:  11 | 已保存: 10936张 | 速率:  214.3 KB/s
[12:22:42] 接收: 10950帧 | FPS:  13 | 已保存: 10949张 | 速率:  214.3 KB/s
[12:22:43] 接收: 10961帧 | FPS:  11 | 已保存: 10960张 | 速率:  214.3 KB/s
[12:22:44] 接收: 10972帧 | FPS:  11 | 已保存: 10971张 | 速率:  214.3 KB/s
[12:22:45] 接收: 10985帧 | FPS:  13 | 已保存: 10984张 | 速率:  214.3 KB/s
[12:22:46] 接收: 10997帧 | FPS:  12 | 已保存: 10996张 | 速率:  214.3 KB/s
[12:22:47] 接收: 11009帧 | FPS:  12 | 已保存: 11008张 | 速率:  214.3 KB/s
[12:22:48] 接收: 11021帧 | FPS:  12 | 已保存: 11020张 | 速率:  214.3 KB/s
[12:22:49] 接收: 11034帧 | FPS:  13 | 已保存: 11033张 | 速率:  214.3 KB/s
[12:22:50] 接收: 11047帧 | FPS:  13 | 已保存: 11046张 | 速率:  214.3 KB/s
[12:22:51] 接收: 11060帧 | FPS:  13 | 已保存: 11059张 | 速率:  214.4 KB/s
[12:22:52] 接收: 11071帧 | FPS:  11 | 已保存: 11070张 | 速率:  214.3 KB/s
[12:22:53] 接收: 11083帧 | FPS:  12 | 已保存: 11082张 | 速率:  214.3 KB/s
[12:22:54] 接收: 11096帧 | FPS:  13 | 已保存: 11095张 | 速率:  214.4 KB/s
[12:22:55] 接收: 11108帧 | FPS:  12 | 已保存: 11107张 | 速率:  214.4 KB/s
[12:22:56] 接收: 11121帧 | FPS:  13 | 已保存: 11120张 | 速率:  214.4 KB/s
[12:22:57] 接收: 11133帧 | FPS:  12 | 已保存: 11132张 | 速率:  214.4 KB/s
[12:22:58] 接收: 11146帧 | FPS:  13 | 已保存: 11145张 | 速率:  214.4 KB/s
[12:22:59] 接收: 11158帧 | FPS:  12 | 已保存: 11157张 | 速率:  214.4 KB/s
[12:23:00] 接收: 11171帧 | FPS:  13 | 已保存: 11170张 | 速率:  214.4 KB/s
[12:23:02] 接收: 11184帧 | FPS:  13 | 已保存: 11183张 | 速率:  214.4 KB/s
[12:23:03] 接收: 11197帧 | FPS:  13 | 已保存: 11196张 | 速率:  214.5 KB/s
[12:23:04] 接收: 11209帧 | FPS:  12 | 已保存: 11208张 | 速率:  214.5 KB/s
[12:23:05] 接收: 11222帧 | FPS:  13 | 已保存: 11221张 | 速率:  214.5 KB/s
[12:23:06] 接收: 11235帧 | FPS:  13 | 已保存: 11234张 | 速率:  214.5 KB/s
[12:23:07] 接收: 11249帧 | FPS:  14 | 已保存: 11248张 | 速率:  214.5 KB/s
[12:23:08] 接收: 11260帧 | FPS:  11 | 已保存: 11259张 | 速率:  214.5 KB/s
[12:23:09] 接收: 11274帧 | FPS:  14 | 已保存: 11273张 | 速率:  214.5 KB/s
[12:23:10] 接收: 11287帧 | FPS:  13 | 已保存: 11286张 | 速率:  214.6 KB/s
[12:23:11] 接收: 11300帧 | FPS:  13 | 已保存: 11299张 | 速率:  214.6 KB/s
[12:23:12] 接收: 11313帧 | FPS:  13 | 已保存: 11312张 | 速率:  214.6 KB/s
[12:23:13] 接收: 11326帧 | FPS:  13 | 已保存: 11325张 | 速率:  214.6 KB/s
[12:23:14] 接收: 11337帧 | FPS:  11 | 已保存: 11336张 | 速率:  214.6 KB/s
[12:23:15] 接收: 11349帧 | FPS:  12 | 已保存: 11348张 | 速率:  214.6 KB/s
[12:23:16] 接收: 11362帧 | FPS:  13 | 已保存: 11361张 | 速率:  214.6 KB/s
[12:23:17] 接收: 11374帧 | FPS:  12 | 已保存: 11373张 | 速率:  214.6 KB/s
[12:23:18] 接收: 11386帧 | FPS:  12 | 已保存: 11385张 | 速率:  214.6 KB/s
[12:23:19] 接收: 11399帧 | FPS:  13 | 已保存: 11398张 | 速率:  214.6 KB/s
[12:23:21] 接收: 11412帧 | FPS:  13 | 已保存: 11411张 | 速率:  214.6 KB/s
[12:23:22] 接收: 11425帧 | FPS:  13 | 已保存: 11424张 | 速率:  214.7 KB/s
[12:23:23] 接收: 11438帧 | FPS:  13 | 已保存: 11437张 | 速率:  214.7 KB/s
[12:23:24] 接收: 11451帧 | FPS:  13 | 已保存: 11450张 | 速率:  214.7 KB/s
[12:23:25] 接收: 11463帧 | FPS:  12 | 已保存: 11462张 | 速率:  214.7 KB/s
[12:23:26] 接收: 11475帧 | FPS:  12 | 已保存: 11474张 | 速率:  214.7 KB/s
[12:23:27] 接收: 11486帧 | FPS:  11 | 已保存: 11485张 | 速率:  214.7 KB/s
[12:23:28] 接收: 11498帧 | FPS:  12 | 已保存: 11497张 | 速率:  214.7 KB/s
[12:23:29] 接收: 11510帧 | FPS:  12 | 已保存: 11509张 | 速率:  214.7 KB/s
[12:23:30] 接收: 11523帧 | FPS:  13 | 已保存: 11522张 | 速率:  214.7 KB/s
[12:23:31] 接收: 11536帧 | FPS:  13 | 已保存: 11535张 | 速率:  214.7 KB/s
[12:23:32] 接收: 11549帧 | FPS:  13 | 已保存: 11548张 | 速率:  214.7 KB/s
[12:23:33] 接收: 11560帧 | FPS:  11 | 已保存: 11559张 | 速率:  214.7 KB/s
[12:23:34] 接收: 11573帧 | FPS:  13 | 已保存: 11572张 | 速率:  214.7 KB/s
[12:23:35] 接收: 11585帧 | FPS:  12 | 已保存: 11584张 | 速率:  214.7 KB/s
[12:23:36] 接收: 11595帧 | FPS:  10 | 已保存: 11594张 | 速率:  214.7 KB/s
[12:23:37] 接收: 11608帧 | FPS:  13 | 已保存: 11607张 | 速率:  214.7 KB/s
[12:23:38] 接收: 11621帧 | FPS:  13 | 已保存: 11620张 | 速率:  214.7 KB/s
[12:23:39] 接收: 11634帧 | FPS:  13 | 已保存: 11633张 | 速率:  214.8 KB/s
[12:23:40] 接收: 11647帧 | FPS:  13 | 已保存: 11646张 | 速率:  214.8 KB/s
[12:23:42] 接收: 11660帧 | FPS:  13 | 已保存: 11659张 | 速率:  214.8 KB/s
[12:23:43] 接收: 11673帧 | FPS:  13 | 已保存: 11672张 | 速率:  214.8 KB/s
[12:23:44] 接收: 11685帧 | FPS:  12 | 已保存: 11684张 | 速率:  214.8 KB/s
[12:23:45] 接收: 11696帧 | FPS:  11 | 已保存: 11695张 | 速率:  214.8 KB/s
[12:23:46] 接收: 11709帧 | FPS:  13 | 已保存: 11708张 | 速率:  214.8 KB/s
[12:23:47] 接收: 11723帧 | FPS:  14 | 已保存: 11722张 | 速率:  214.8 KB/s
[12:23:48] 接收: 11736帧 | FPS:  13 | 已保存: 11735张 | 速率:  214.8 KB/s
[12:23:49] 接收: 11749帧 | FPS:  13 | 已保存: 11748张 | 速率:  214.9 KB/s
[12:23:50] 接收: 11762帧 | FPS:  13 | 已保存: 11761张 | 速率:  214.9 KB/s
[12:23:51] 接收: 11775帧 | FPS:  13 | 已保存: 11774张 | 速率:  214.9 KB/s
[12:23:52] 接收: 11788帧 | FPS:  13 | 已保存: 11787张 | 速率:  214.9 KB/s
[12:23:53] 接收: 11801帧 | FPS:  13 | 已保存: 11800张 | 速率:  214.9 KB/s
[12:23:54] 接收: 11814帧 | FPS:  13 | 已保存: 11813张 | 速率:  214.9 KB/s
[12:23:55] 接收: 11827帧 | FPS:  13 | 已保存: 11826张 | 速率:  215.0 KB/s
[12:23:56] 接收: 11838帧 | FPS:  11 | 已保存: 11837张 | 速率:  214.9 KB/s
[12:23:57] 接收: 11849帧 | FPS:  11 | 已保存: 11848张 | 速率:  214.9 KB/s
[12:23:58] 接收: 11862帧 | FPS:  13 | 已保存: 11861张 | 速率:  215.0 KB/s
[12:23:59] 接收: 11874帧 | FPS:  12 | 已保存: 11873张 | 速率:  215.0 KB/s
[12:24:00] 接收: 11886帧 | FPS:  12 | 已保存: 11885张 | 速率:  215.0 KB/s
[12:24:01] 接收: 11898帧 | FPS:  12 | 已保存: 11897张 | 速率:  215.0 KB/s
[12:24:02] 接收: 11911帧 | FPS:  13 | 已保存: 11910张 | 速率:  215.0 KB/s
[12:24:03] 接收: 11924帧 | FPS:  13 | 已保存: 11923张 | 速率:  215.0 KB/s
[12:24:05] 接收: 11937帧 | FPS:  13 | 已保存: 11936张 | 速率:  215.0 KB/s
[12:24:06] 接收: 11948帧 | FPS:  11 | 已保存: 11947张 | 速率:  215.0 KB/s
[12:24:07] 接收: 11961帧 | FPS:  13 | 已保存: 11960张 | 速率:  215.0 KB/s
[12:24:08] 接收: 11973帧 | FPS:  12 | 已保存: 11972张 | 速率:  215.0 KB/s
[12:24:09] 接收: 11983帧 | FPS:  10 | 已保存: 11982张 | 速率:  215.0 KB/s
[12:24:10] 接收: 11995帧 | FPS:  12 | 已保存: 11994张 | 速率:  215.0 KB/s
[12:24:11] 接收: 12008帧 | FPS:  13 | 已保存: 12007张 | 速率:  215.0 KB/s
[12:24:12] 接收: 12020帧 | FPS:  12 | 已保存: 12019张 | 速率:  215.0 KB/s
[12:24:13] 接收: 12032帧 | FPS:  12 | 已保存: 12031张 | 速率:  215.0 KB/s
[12:24:14] 接收: 12044帧 | FPS:  12 | 已保存: 12043张 | 速率:  215.1 KB/s
[12:24:15] 接收: 12057帧 | FPS:  13 | 已保存: 12056张 | 速率:  215.1 KB/s
[12:24:16] 接收: 12070帧 | FPS:  13 | 已保存: 12069张 | 速率:  215.1 KB/s
[12:24:17] 接收: 12082帧 | FPS:  12 | 已保存: 12081张 | 速率:  215.1 KB/s
[12:24:18] 接收: 12095帧 | FPS:  13 | 已保存: 12094张 | 速率:  215.1 KB/s
[12:24:19] 接收: 12109帧 | FPS:  14 | 已保存: 12108张 | 速率:  215.1 KB/s
[12:24:20] 接收: 12122帧 | FPS:  13 | 已保存: 12121张 | 速率:  215.2 KB/s
[12:24:21] 接收: 12134帧 | FPS:  12 | 已保存: 12133张 | 速率:  215.2 KB/s
[12:24:22] 接收: 12146帧 | FPS:  12 | 已保存: 12145张 | 速率:  215.2 KB/s
[12:24:23] 接收: 12157帧 | FPS:  11 | 已保存: 12156张 | 速率:  215.1 KB/s
[12:24:24] 接收: 12170帧 | FPS:  13 | 已保存: 12169张 | 速率:  215.2 KB/s
[12:24:25] 接收: 12182帧 | FPS:  12 | 已保存: 12181张 | 速率:  215.2 KB/s
[12:24:26] 接收: 12194帧 | FPS:  12 | 已保存: 12193张 | 速率:  215.2 KB/s
[12:24:27] 接收: 12207帧 | FPS:  13 | 已保存: 12206张 | 速率:  215.2 KB/s
[12:24:28] 接收: 12219帧 | FPS:  12 | 已保存: 12218张 | 速率:  215.2 KB/s
[12:24:29] 接收: 12233帧 | FPS:  14 | 已保存: 12232张 | 速率:  215.2 KB/s
[12:24:31] 接收: 12245帧 | FPS:  12 | 已保存: 12244张 | 速率:  215.2 KB/s
[12:24:32] 接收: 12258帧 | FPS:  13 | 已保存: 12257张 | 速率:  215.2 KB/s
[12:24:33] 接收: 12270帧 | FPS:  12 | 已保存: 12269张 | 速率:  215.2 KB/s
[12:24:34] 接收: 12284帧 | FPS:  14 | 已保存: 12283张 | 速率:  215.2 KB/s
[12:24:35] 接收: 12298帧 | FPS:  14 | 已保存: 12297张 | 速率:  215.2 KB/s
[12:24:36] 接收: 12311帧 | FPS:  13 | 已保存: 12310张 | 速率:  215.3 KB/s
[12:24:37] 接收: 12324帧 | FPS:  13 | 已保存: 12323张 | 速率:  215.3 KB/s
[12:24:38] 接收: 12337帧 | FPS:  13 | 已保存: 12336张 | 速率:  215.3 KB/s
[12:24:39] 接收: 12350帧 | FPS:  13 | 已保存: 12349张 | 速率:  215.3 KB/s
[12:24:40] 接收: 12362帧 | FPS:  12 | 已保存: 12361张 | 速率:  215.3 KB/s
[12:24:41] 接收: 12375帧 | FPS:  13 | 已保存: 12374张 | 速率:  215.3 KB/s
[12:24:42] 接收: 12388帧 | FPS:  13 | 已保存: 12387张 | 速率:  215.4 KB/s
[12:24:43] 接收: 12401帧 | FPS:  13 | 已保存: 12400张 | 速率:  215.4 KB/s
[12:24:44] 接收: 12413帧 | FPS:  12 | 已保存: 12412张 | 速率:  215.4 KB/s
[12:24:45] 接收: 12426帧 | FPS:  13 | 已保存: 12425张 | 速率:  215.4 KB/s
[12:24:47] 接收: 12439帧 | FPS:  13 | 已保存: 12438张 | 速率:  215.4 KB/s
[12:24:48] 接收: 12452帧 | FPS:  13 | 已保存: 12451张 | 速率:  215.4 KB/s
[12:24:49] 接收: 12465帧 | FPS:  13 | 已保存: 12464张 | 速率:  215.4 KB/s
[12:24:50] 接收: 12477帧 | FPS:  12 | 已保存: 12476张 | 速率:  215.4 KB/s
[12:24:51] 接收: 12489帧 | FPS:  12 | 已保存: 12488张 | 速率:  215.4 KB/s
[12:24:52] 接收: 12502帧 | FPS:  13 | 已保存: 12501张 | 速率:  215.4 KB/s
[12:24:53] 接收: 12515帧 | FPS:  13 | 已保存: 12514张 | 速率:  215.4 KB/s
[12:24:54] 接收: 12527帧 | FPS:  12 | 已保存: 12526张 | 速率:  215.4 KB/s
[12:24:55] 接收: 12540帧 | FPS:  13 | 已保存: 12539张 | 速率:  215.4 KB/s
[12:24:56] 接收: 12551帧 | FPS:  11 | 已保存: 12550张 | 速率:  215.4 KB/s
[12:24:57] 接收: 12564帧 | FPS:  13 | 已保存: 12563张 | 速率:  215.4 KB/s
[12:24:58] 接收: 12575帧 | FPS:  11 | 已保存: 12574张 | 速率:  215.4 KB/s
[12:24:59] 接收: 12588帧 | FPS:  13 | 已保存: 12587张 | 速率:  215.5 KB/s
[12:25:00] 接收: 12601帧 | FPS:  13 | 已保存: 12600张 | 速率:  215.5 KB/s
[12:25:01] 接收: 12614帧 | FPS:  13 | 已保存: 12613张 | 速率:  215.5 KB/s
[12:25:02] 接收: 12627帧 | FPS:  13 | 已保存: 12626张 | 速率:  215.5 KB/s
[12:25:03] 接收: 12638帧 | FPS:  11 | 已保存: 12637张 | 速率:  215.5 KB/s
[12:25:04] 接收: 12651帧 | FPS:  13 | 已保存: 12650张 | 速率:  215.5 KB/s
[12:25:05] 接收: 12663帧 | FPS:  12 | 已保存: 12662张 | 速率:  215.5 KB/s
[12:25:06] 接收: 12676帧 | FPS:  13 | 已保存: 12675张 | 速率:  215.5 KB/s
[12:25:07] 接收: 12689帧 | FPS:  13 | 已保存: 12688张 | 速率:  215.5 KB/s
[12:25:09] 接收: 12701帧 | FPS:  12 | 已保存: 12700张 | 速率:  215.5 KB/s
[12:25:10] 接收: 12714帧 | FPS:  13 | 已保存: 12713张 | 速率:  215.5 KB/s
[12:25:11] 接收: 12728帧 | FPS:  14 | 已保存: 12727张 | 速率:  215.6 KB/s
[12:25:12] 接收: 12741帧 | FPS:  13 | 已保存: 12740张 | 速率:  215.6 KB/s
[12:25:13] 接收: 12754帧 | FPS:  13 | 已保存: 12753张 | 速率:  215.6 KB/s
[12:25:14] 接收: 12767帧 | FPS:  13 | 已保存: 12766张 | 速率:  215.6 KB/s
[12:25:15] 接收: 12780帧 | FPS:  13 | 已保存: 12779张 | 速率:  215.6 KB/s
[12:25:16] 接收: 12793帧 | FPS:  13 | 已保存: 12792张 | 速率:  215.7 KB/s
[12:25:17] 接收: 12806帧 | FPS:  13 | 已保存: 12805张 | 速率:  215.7 KB/s
[12:25:18] 接收: 12817帧 | FPS:  11 | 已保存: 12816张 | 速率:  215.7 KB/s
[12:25:19] 接收: 12830帧 | FPS:  13 | 已保存: 12829张 | 速率:  215.7 KB/s
[12:25:20] 接收: 12843帧 | FPS:  13 | 已保存: 12842张 | 速率:  215.7 KB/s
[12:25:21] 接收: 12856帧 | FPS:  13 | 已保存: 12855张 | 速率:  215.7 KB/s
[12:25:22] 接收: 12869帧 | FPS:  13 | 已保存: 12868张 | 速率:  215.7 KB/s
[12:25:23] 接收: 12883帧 | FPS:  14 | 已保存: 12882张 | 速率:  215.8 KB/s
[12:25:24] 接收: 12896帧 | FPS:  13 | 已保存: 12895张 | 速率:  215.8 KB/s
[12:25:25] 接收: 12909帧 | FPS:  13 | 已保存: 12908张 | 速率:  215.8 KB/s
[12:25:26] 接收: 12922帧 | FPS:  13 | 已保存: 12921张 | 速率:  215.8 KB/s
[12:25:27] 接收: 12935帧 | FPS:  13 | 已保存: 12934张 | 速率:  215.8 KB/s
[12:25:28] 接收: 12948帧 | FPS:  13 | 已保存: 12947张 | 速率:  215.8 KB/s
[12:25:29] 接收: 12961帧 | FPS:  13 | 已保存: 12960张 | 速率:  215.9 KB/s
[12:25:31] 接收: 12974帧 | FPS:  13 | 已保存: 12973张 | 速率:  215.9 KB/s
